split_mode,candidate,Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
random_disjoint,subject_lora_rank4,MIMIC,ppg_permuted_2,SBP,12.991823489871152,0.3776182083837741,-0.057025172425071,17.95502533896676,30.427794263105834,52.61127596439169,67.86597428288823,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,MIMIC,ppg_permuted_2,DBP,6.751032281322837,0.4521016137400001,-0.2669357744098063,9.838149833171348,52.70771513353115,78.12314540059347,89.68842729970326,FAIL*,FAIL (Grade C)*
random_disjoint,subject_lora_rank4,VitalDB,ppg_permuted_2,SBP,14.560072686580511,-0.0764696808524085,0.093544007723148,19.654568403767357,26.211538461538463,46.77884615384615,62.4375,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,VitalDB,ppg_permuted_2,DBP,7.924115501412978,0.2352559708307806,0.0198775509229073,10.714242412285907,43.54086538461539,70.5673076923077,85.625,FAIL*,FAIL (Grade C)*
random_disjoint,subject_lora_rank4,Overall,personal_state_swapped,SBP,14.280366699547956,0.2532711014141264,1.282736618259603,18.24341256435608,22.73647001462701,43.63115553388591,60.95075572891272,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,Overall,personal_state_swapped,DBP,7.722264130553753,0.3850963840490267,0.8512175152209954,10.02228557449416,41.36518771331058,71.29692832764505,87.73159434422233,FAIL*,FAIL (Grade C)*
random_disjoint,subject_lora_rank4,MIMIC,personal_state_swapped,SBP,14.443784639413233,0.3300720153991912,1.5681822845655191,18.562200278876592,23.10583580613254,43.93669634025717,60.84075173095944,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,MIMIC,personal_state_swapped,DBP,7.548985635538601,0.4259172702978914,1.241797626478382,9.997367623186584,43.63748763600396,72.91790306627102,88.32096933728981,FAIL*,FAIL (Grade C)*
random_disjoint,subject_lora_rank4,VitalDB,personal_state_swapped,SBP,14.121505606082769,0.1019589061971679,1.0052504945718326,17.923947639964737,22.377403846153847,43.33413461538462,61.05769230769232,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,VitalDB,personal_state_swapped,DBP,7.890710821380982,0.3280678493312468,0.4715285801429015,10.032003354587651,39.15625,69.72115384615385,87.15865384615384,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,Overall,personal_state_zero,SBP,9.732814000304998,0.6279884245921197,1.608763794919911,12.807796416698965,34.717211116528524,61.7320819112628,79.2198927352511,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,Overall,personal_state_zero,DBP,5.265842390106923,0.6885253931308242,0.8958860371067487,7.1024395946713454,58.816431009263766,86.80156021452949,96.103120429059,PASS*,PASS (Grade B)*
random_disjoint,subject_lora_rank4,MIMIC,personal_state_zero,SBP,9.886367864448404,0.6670580609073968,2.353781741073412,12.919730779789289,34.34223541048467,61.17457962413452,78.72403560830861,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,MIMIC,personal_state_zero,DBP,5.317352762467547,0.6928033452466852,1.4222671801683102,7.230836532250147,59.060336300692384,86.6839762611276,95.74431256181998,PASS*,PASS (Grade B)*
random_disjoint,subject_lora_rank4,VitalDB,personal_state_zero,SBP,9.58354192660405,0.5514722726652048,0.8845203876495361,12.656222718353789,35.08173076923077,62.27403846153846,79.70192307692308,FAIL*,FAIL (Grade D)*
random_disjoint,subject_lora_rank4,VitalDB,personal_state_zero,DBP,5.215768364667892,0.6784133628763,0.3841828297651731,6.937263644026295,58.57932692307693,86.91586538461539,96.45192307692308,PASS*,PASS (Grade B)*
random_disjoint,subject_lora_rank4,Overall,train_bp_mean,SBP,10.416317139434442,0.5657813253968991,0.1135265256415803,13.945540904031713,33.40321794246709,59.19185763042418,76.39200390053632,FAIL*,FAIL (Grade D)*
