Setting,Scope,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,sbp_rmse,dbp_rmse,sbp_bias,dbp_bias,participant_mean_mae_p90,participant_mean_mae_p95,worst_30_n_participants,worst_30_mean_mae,retained_70_n_participants,retained_70_mean_mae,tail_definition
shared_memory_blend,VitalDB,100,4000,3.972777703616276,2.139671868567997,3.0562247860921365,5.62313360322241,3.0847983252501745,-0.22853240051376109,-0.16427830820813227,4.381689375125858,4.851741862820088,30,4.330675456325406,70,2.5100316417064494,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_only,Overall,200,8000,3.369632803195324,1.851894721995275,2.6107637625952997,4.803970747857588,2.7846281994825746,-0.17181787690109662,-0.15243707696484882,3.8368704892261856,4.566499946329972,60,3.807532628394474,140,2.097862820109939,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_only,MIMIC,100,4000,3.770757277748664,2.060152452909654,2.9154548653291585,5.336984780202184,3.139645105392227,-0.10605082872178176,-0.1330725550874101,4.056938099459434,5.42775701183565,30,4.194950586509406,70,2.3670995562519095,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_only,VitalDB,100,4000,2.9685083286419847,1.6436369910808957,2.30607265986144,4.270956715512991,2.429611293572922,-0.2375849250804114,-0.17180159884228755,3.1893710829874986,3.817941586111962,30,3.2738958978444757,70,1.8912912721544253,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_uniform,Overall,200,8000,3.3918778703995485,1.8740367650126557,2.6329573177061025,4.7770788470944465,2.801593188121732,-0.12081295212692668,-0.14263593212651574,3.8340900114884287,4.636083323783923,60,3.849925705967652,140,2.111399437022581,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_uniform,MIMIC,100,4000,3.777879223801751,2.0638288464826196,2.920854035142184,5.291048945041948,3.1357450131971634,-0.05994181611802202,-0.14494030620893114,4.127050478779702,5.243508968525224,30,4.235825742628352,70,2.357294731933827,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_uniform,VitalDB,100,4000,3.0058765169973465,1.6842446835426923,2.3450606002700196,4.263108749146946,2.4674413630463006,-0.18168408813583134,-0.14033155804410036,3.4103446755126385,3.5733167251529716,30,3.3521262863331427,70,1.9134610205286808,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_fixed_half,Overall,200,8000,3.4077957141128934,1.880095774464022,2.6439457442884575,4.734282896257075,2.752955826523221,-0.050649395312732964,-0.13425495485352834,3.841538239567323,4.6325987413320355,60,3.874866133527608,140,2.116408434614536,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_fixed_half,MIMIC,100,4000,3.7842035308810233,2.063738342108436,2.92397093649473,5.261295907853521,3.083275496846318,0.04474939987395185,-0.15253525950749983,4.310570328446926,5.222002098041887,30,4.261596881122028,70,2.350702674511602,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
lora_memory_fixed_half,VitalDB,100,4000,3.031387897344763,1.6964532068196079,2.363920552082185,4.207269884660631,2.422636156200125,-0.14604819049941775,-0.11597465019955684,3.4391134301519264,3.7490296625407495,30,3.379312091259086,70,1.9287527495777994,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
