candidate,runner,backbone,split_mode,seed,Scope,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,sbp_bias,dbp_bias,worst_30_mean_mae,retained_70_mean_mae
lora_film,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.889127254486084,2.6922314167022705,3.790679454803467,-0.2230035066604614,-0.1183205991983413,6.980143070220947,2.421543598175049
lora_film_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.885451316833496,2.6983654499053955,3.791908502578736,-0.0757766664028167,-0.141687124967575,6.999109745025635,2.415158033370972
lora_film_attention_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.884871482849121,2.702758550643921,3.7938151359558105,0.2976700663566589,0.1103157922625541,6.95871639251709,2.435223340988159
lora_multi_event,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.889994144439697,2.700641393661499,3.795318126678467,0.0554841868579387,-0.0924270004034042,7.059999942779541,2.393893003463745
lora_all_six,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.903936862945557,2.691740036010742,3.797838687896729,-0.1608922034502029,-0.1137663647532463,7.031643390655518,2.4096686840057373
lora_attention,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.885475158691406,2.7164151668548584,3.800945520401001,0.0565878264605999,-0.3249823153018951,7.01012134552002,2.423347949981689
lora_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.905494689941406,2.705548048019409,3.805521488189697,0.1613814979791641,-0.0471389889717102,7.024228572845459,2.4238321781158447
lora_reliability,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.894044399261475,2.717251300811768,3.8056480884552,0.1580950170755386,-0.1577048748731613,7.007351398468018,2.431258201599121
lora_multi_event_reliability,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.8949713706970215,2.720909833908081,3.8079402446746826,-0.0051515116356313,-0.1582637131214141,7.007266998291016,2.434570550918579
lora_attention_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.906990051269531,2.709458351135254,3.8082242012023926,0.0048932316713035,-0.0887001380324363,7.078166961669922,2.404541492462158
lora_film_multi_event_reliability,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.908315181732178,2.7085914611816406,3.808453321456909,-0.0698335021734237,-0.0600741207599639,7.033247470855713,2.4241509437561035
lora,combination_residual,resnet_small,chronological_blocked,20260902,Overall,2051,82040,4.966402530670166,2.779090642929077,3.87274694442749,-0.0160468593239784,-0.1062769517302513,7.097336769104004,2.488532781600952
lora_attention,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.04020357131958,2.890237808227539,3.965220212936402,0.0402867384254932,-0.3004410564899444,7.013988018035889,2.6586060523986816
lora_reliability,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.0491623878479,2.89258337020874,3.9708731174468994,0.1133981719613075,-0.1430876553058624,7.012763977050781,2.6672048568725586
lora_film_attention_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.0813751220703125,2.863161087036133,3.9722683429718018,0.2906282544136047,0.1225132942199707,7.01615571975708,2.667745590209961
lora_film_reliability,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.095149040222168,2.869663953781128,3.9824068546295166,0.2040537595748901,0.1477946043014526,7.074685096740723,2.65714430809021
lora_film_multi_event,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.09028434753418,2.889460563659668,3.989872455596924,-0.0494191236793994,-0.1198614984750747,7.082119464874268,2.664623498916626
lora_film_attention,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.123692035675049,2.867602825164795,3.995646715164185,-0.1713876128196716,-0.0325143970549106,7.115630149841309,2.6585118770599365
lora_film_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.114614963531494,2.8896615505218506,4.002138614654541,-0.0674648135900497,-0.1070813238620758,7.111500263214111,2.6695549488067627
lora_attention_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.1138458251953125,2.899186372756958,4.006515979766846,-0.0055569135583937,-0.0648811608552932,7.168051719665527,2.6515724658966064
lora_film,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.12483024597168,2.890321493148804,4.007575988769531,-0.1921421587467193,-0.0780155584216117,7.126147270202637,2.6710455417633057
lora_multi_event,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.121585845947266,2.8959734439849854,4.008779525756836,-0.0125450938940048,-0.1376992613077163,7.160096168518066,2.6582157611846924
lora_multi_event_reliability,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.119921684265137,2.904458999633789,4.012190341949463,0.0233770012855529,-0.0839249715209007,7.109691143035889,2.684690475463867
lora_all_six,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.147904872894287,2.8847618103027344,4.01633358001709,-0.0085777062922716,0.0141089223325252,7.155844688415527,2.6708285808563232
lora_calibration_relative,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.13795804977417,2.897188425064087,4.017573356628418,0.2433544993400573,0.0304130855947732,7.137203693389893,2.680588960647583
lora_film_multi_event_reliability,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.145086765289307,2.9007699489593506,4.022928714752197,-0.0838918164372444,-0.0166107770055532,7.161555290222168,2.677802562713623
lora,combination_residual,resnet_small,chronological_blocked,20260902,VitalDB,1040,41600,5.146539688110352,2.966864585876465,4.056702136993408,-0.0288938451558351,-0.0944598242640495,7.127880573272705,2.740483045578003
lora_film_reliability,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.228384494781494,2.3353116512298584,3.2818479537963867,0.2606526911258697,-0.0605896227061748,4.920380592346191,2.5773024559021
lora_film,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.240392684936523,2.341254949569702,3.2908244132995605,-0.1270918846130371,-0.2656221687793731,4.932959079742432,2.5847294330596924
lora_film_multi_event,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.2614521980285645,2.3487493991851807,3.305101156234741,-0.0903035178780555,-0.1219695955514907,4.931377410888672,2.605825185775757
lora_film_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.258494853973389,2.355641841888428,3.3070685863494877,-0.1012091189622879,-0.1845591366291046,4.931665420532227,2.6085147857666016
lora_reliability,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.264931678771973,2.3600945472717285,3.312513589859009,-0.0371075570583343,-0.0937029123306274,4.9430975914001465,2.6113851070404053
lora_film_attention_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.273087978363037,2.360595464706421,3.3168413639068604,0.1331197768449783,-0.1618351340293884,4.946860313415527,2.6159563064575195
lora,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.271295070648193,2.3683109283447266,3.319803237915039,0.1577451527118683,-0.0845250263810157,4.9683990478515625,2.6109299659729004
lora_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.274836540222168,2.368049144744873,3.3214426040649414,0.0713915526866912,-0.2051294445991516,4.9573187828063965,2.618039608001709
lora_multi_event,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.281379699707031,2.368112564086914,3.324746370315552,-0.0297967214137315,-0.2796039879322052,4.966765403747559,2.618701457977295
lora_attention,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.281495094299316,2.374895572662353,3.328195333480835,0.1571891903877258,-0.0719437971711158,4.985275745391846,2.6156740188598637
lora_film_multi_event_reliability,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.279184818267822,2.3811230659484863,3.3301539421081543,0.0167850889265537,-0.1251411736011505,4.9751739501953125,2.6228187084198
lora_multi_event_reliability,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.299431800842285,2.3763253688812256,3.337878465652466,-0.1672027707099914,-0.255772978067398,4.9989013671875,2.623661994934082
lora_attention_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.295210838317871,2.385236978530884,3.340223789215088,0.2008639872074127,-0.0701117366552352,4.996790885925293,2.627923488616944
lora_all_six,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.307043552398682,2.3802406787872314,3.343641757965088,0.200058177113533,-0.1903364807367324,4.975340366363525,2.6420347690582275
lora_film_attention,combination_residual,resnet_small,random_disjoint,20260902,MIMIC,1011,40440,4.350735187530518,2.397969007492065,3.374352216720581,-0.0156985316425561,-0.3451459109783172,5.0600457191467285,2.6495277881622314
lora_film_reliability,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.866801023483277,2.1543619632720947,3.0105817317962646,0.137885570526123,-0.0071038384921848,4.446942329406738,2.393997430801392
lora_film,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.885555267333984,2.1659936904907227,3.0257747173309326,-0.2123284190893173,-0.2063815891742706,4.448273181915283,2.4151408672332764
lora_film_multi_event,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.888608694076538,2.164815187454224,3.02671217918396,-0.1598707735538482,-0.0630540624260902,4.4498701095581055,2.4157955646514893
lora_film_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.892685651779175,2.1703388690948486,3.031512260437012,-0.1788241416215896,-0.1186625510454177,4.453968524932861,2.4208970069885254
lora_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.8849589824676514,2.1816272735595703,3.033292770385742,0.0112570915371179,-0.1508091688156128,4.481428623199463,2.411654472351074
lora_reliability,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.898628234863281,2.1769356727600098,3.037781953811645,-0.1211401298642158,-0.0270430799573659,4.458685398101807,2.427832841873169
lora_film_attention_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.904254913330078,2.173715114593506,3.038984775543213,-0.0381472259759902,-0.1213871985673904,4.481887340545654,2.41959285736084
lora,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.906237363815308,2.184317111968994,3.0452773571014404,0.03297009319067,-0.0508519411087036,4.494209289550781,2.4232966899871826
lora_attention,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.910512208938599,2.183892011642456,3.047202110290528,0.0716956183314323,-0.0064476714469492,4.498263835906982,2.424307107925415
lora_attention_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.909082174301148,2.187755584716797,3.0484189987182617,0.09160678088665,-0.0239428952336311,4.504079341888428,2.4235498905181885
lora_film_multi_event_reliability,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.910716772079468,2.1905691623687744,3.050642728805542,-0.0892386734485626,-0.0966223329305648,4.490083694458008,2.432736396789551
lora_multi_event,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.917407751083374,2.18934178352356,3.053374767303467,-0.1317663341760635,-0.2523910999298095,4.495042324066162,2.4345128536224365
lora_multi_event_reliability,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.920711517333984,2.189525842666626,3.0551183223724365,-0.2387473136186599,-0.1749215573072433,4.497513771057129,2.435944080352783
lora_all_six,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.934680223464966,2.1916449069976807,3.0631625652313232,0.1739285588264465,-0.1118139699101448,4.503042221069336,2.445068120956421
lora_film_attention,combination_residual,resnet_small,random_disjoint,20260902,Overall,2051,82040,3.9713172912597656,2.2197580337524414,3.0955374240875244,-0.0153694339096546,-0.2138167172670364,4.568719387054443,2.4631471633911133
lora_film_reliability,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.515300750732422,1.9784581661224363,2.7468795776367188,0.0185418054461479,0.0448905117809772,3.896481990814209,2.254192590713501
lora_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.505952835083008,2.000403642654419,2.753178358078003,-0.0472005531191825,-0.0980036109685897,3.907717943191528,2.258375406265259
lora_film_multi_event,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.5261621475219727,1.9860100746154783,2.7560861110687256,-0.227498173713684,-0.0057813669554889,3.890190362930298,2.2700412273406982
lora_film_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.537076950073242,1.9902033805847168,2.7636399269104004,-0.2542748749256134,-0.0546034723520278,3.904088020324707,2.274876832962036
lora_attention_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.5337204933166504,1.9957810640335083,2.7647507190704346,-0.0146038206294178,0.0209385436028242,3.916053295135498,2.271335363388061
lora_film,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.54061222076416,1.9956190586090088,2.768115758895874,-0.2951881289482116,-0.1487929373979568,3.897081136703491,2.284273386001587
lora_film_attention_calibration_relative,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.545706987380981,1.9920459985733032,2.768876552581787,-0.2046384960412979,-0.0820671394467353,3.937041521072388,2.2682344913482666
lora_reliability,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.542538642883301,1.9988839626312256,2.7707111835479736,-0.2028294801712036,0.0377579666674137,3.888695240020752,2.2915754318237305
lora_attention,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.5498740673065186,1.9982144832611084,2.7740445137023926,-0.0114139998331666,0.0572221204638481,3.9235198497772217,2.28141188621521
lora,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.551359176635742,2.005454063415528,2.7784066200256348,-0.0883256644010543,-0.018117818981409,3.93445086479187,2.282958745956421
lora_film_multi_event_reliability,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.552522659301758,2.005329132080078,2.778925895690918,-0.1923060268163681,-0.0688987374305725,3.921476364135742,2.2892613410949707
lora_multi_event_reliability,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.55255126953125,2.007935047149658,2.780243158340454,-0.3082968592643738,-0.0963246151804924,3.90299916267395,2.2990617752075195
lora_multi_event,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.563585042953491,2.01555609703064,2.789570569992065,-0.2308925688266754,-0.2259370982646942,3.934582948684693,2.2988510131835938
lora_all_six,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.572700500488281,2.008307933807373,2.7905044555664062,0.1485275477170944,-0.0354810580611228,3.9399664402008057,2.297877788543701
lora_film_attention,combination_residual,resnet_small,random_disjoint,20260902,VitalDB,1040,41600,3.602478504180908,2.0465164184570312,2.8244974613189697,-0.0150495236739516,-0.0861496180295944,3.9967002868652335,2.322124719619751
