Setting,Scope,scoring_only_group,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,delta_mean_mae_vs_frozen_lora,delta_sbp_mae_vs_frozen_lora,delta_dbp_mae_vs_frozen_lora,split_mode
past_gap60__D0_frozen_lora,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.191217239014007,1.7570383949192745,2.4741278169666403,0.0,0.0,0.0,random_disjoint
past_gap60__D0_frozen_lora,Overall,DBP_train_median_deviation_10-20,1762,10460,5.156983667231913,3.264557039045926,4.210770353138919,1.0824905416484396e-09,2.1649810832968797e-09,0.0,random_disjoint
past_gap60__D0_frozen_lora,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.291392055450666,4.059622908426012,5.17550748193834,2.41131381528703e-09,4.8226267423956415e-09,0.0,random_disjoint
past_gap60__D0_frozen_lora,VitalDB,DBP_train_median_deviation_10-20,971,6178,4.232867256231877,2.6168772216621483,3.424872238947013,0.0,0.0,0.0,random_disjoint
past_gap60__D0_frozen_lora,Overall,DBP_train_median_deviation_>20,721,1873,8.633247441981649,8.132554768967559,8.382901105474604,-6.783615447147895e-09,5.290843319016858e-10,-1.4096315226197476e-08,random_disjoint
past_gap60__D0_frozen_lora,MIMIC,DBP_train_median_deviation_>20,319,929,10.517862338853,11.812418350083774,11.165140344468387,-3.8437342197994434e-10,1.1958292134295332e-09,-1.964576057389422e-09,random_disjoint
past_gap60__D0_frozen_lora,VitalDB,DBP_train_median_deviation_>20,402,944,7.137744576056373,5.212464016788275,6.175104296422324,-1.1861621018738331e-08,0.0,-2.372324114929825e-08,random_disjoint
past_gap60__feature_knn,Overall,SBP_train_median_deviation_0-10,2051,50195,4.094994496435558,2.3312118664189345,3.2131031814272464,0.6231463651030542,0.8191691359217512,0.4271235942843567,random_disjoint
past_gap60__feature_knn,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.945816360568658,2.2473056355111742,3.096560998039916,0.3113534311904171,0.429662219912867,0.1930446424679668,random_disjoint
past_gap60__feature_knn,VitalDB,SBP_train_median_deviation_0-10,1040,24438,4.240012857360015,2.412778404349459,3.326395630854737,0.926245072973896,1.1978148013880792,0.6546753445597127,random_disjoint
past_gap60__feature_knn,Overall,SBP_train_median_deviation_10-20,2029,20839,5.148089058561437,2.791614104077781,3.969851581319609,0.7673473393431478,0.9903936326019808,0.5443010460843145,random_disjoint
past_gap60__feature_knn,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.243884934451327,2.742726742634843,3.993305838543085,0.3769138371938973,0.5112148370011527,0.242612837386642,random_disjoint
past_gap60__feature_knn,VitalDB,SBP_train_median_deviation_10-20,1038,11132,5.056630760866945,2.838287875937079,3.947459318402012,1.1401022532447906,1.447875507785429,0.8323289987041527,random_disjoint
past_gap60__feature_knn,Overall,SBP_train_median_deviation_>20,1744,11006,7.945389554341166,4.047194027620876,5.9962917909810205,1.3456984442101652,1.7380132392179393,0.953383649202392,random_disjoint
past_gap60__feature_knn,MIMIC,SBP_train_median_deviation_>20,805,4976,8.400252361831155,4.099138002678084,6.249695182254619,0.5348856651360823,0.6817186895918548,0.3880526406803106,random_disjoint
past_gap60__feature_knn,VitalDB,SBP_train_median_deviation_>20,939,6030,7.555437946216096,4.0026627178007965,5.779050332008446,2.040804181329055,2.643569269515064,1.438039093143046,random_disjoint
past_gap60__feature_knn,Overall,DBP_train_median_deviation_0-10,2051,69707,4.322529200346451,2.3038722221383923,3.313200711242421,0.6377117025025667,0.8203920564886298,0.455031348516504,random_disjoint
past_gap60__feature_knn,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.256245809454088,2.173933640480977,3.2150897249675325,0.332463585224569,0.4342701878143007,0.2306569826348374,random_disjoint
past_gap60__feature_knn,VitalDB,DBP_train_median_deviation_0-10,1040,34478,4.386964304377393,2.430187516422667,3.40857591040003,0.9344480934333896,1.1957470653633866,0.6731491215033927,random_disjoint
past_gap60__feature_knn,Overall,DBP_train_median_deviation_10-20,1762,10460,6.62633078496583,4.053376688932718,5.339853736949275,1.129083384892846,1.4693471198988988,0.7888196498867921,random_disjoint
past_gap60__feature_knn,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.931571506784951,4.294694502075947,5.613133004430448,0.4376255249034226,0.6401794561569112,0.235071593649935,random_disjoint
past_gap60__feature_knn,VitalDB,DBP_train_median_deviation_10-20,971,6178,6.377674337016371,3.856793382860325,5.117233859938348,1.6923616209913348,2.144807080784494,1.2399161611981766,random_disjoint
past_gap60__feature_knn,Overall,DBP_train_median_deviation_>20,721,1873,11.809996884244988,9.7513539262607,10.780675405252843,2.397774292994624,3.176749442792424,1.618799143196826,random_disjoint
past_gap60__feature_knn,MIMIC,DBP_train_median_deviation_>20,319,929,11.35184531950934,11.540687097214873,11.446266208362108,0.281125863509347,0.83398298185217,-0.2717312548334778,random_disjoint
past_gap60__feature_knn,VitalDB,DBP_train_median_deviation_>20,402,944,12.173554966709345,8.331460191100549,10.252507578904948,4.0774032706210015,5.03581039065297,3.118996150589032,random_disjoint
past_gap60__nearest_record_time_bp,Overall,SBP_train_median_deviation_0-10,2051,50195,4.6858404455273375,2.5574130975723133,3.621626771549826,1.0316699552256332,1.4100150850135305,0.6533248254377355,random_disjoint
past_gap60__nearest_record_time_bp,MIMIC,SBP_train_median_deviation_0-10,1011,25757,4.523849778591262,2.3508003630204493,3.437325070805856,0.6521175039563571,1.0076956379354716,0.2965393699772418,random_disjoint
past_gap60__nearest_record_time_bp,VitalDB,SBP_train_median_deviation_0-10,1040,24438,4.843314065020004,2.758264515487634,3.800789290253819,1.400638732372978,1.801116009048068,1.0001614556978875,random_disjoint
past_gap60__nearest_record_time_bp,Overall,SBP_train_median_deviation_10-20,2029,20839,5.761634782183034,3.141835866834777,4.451735324508905,1.249231082532444,1.6039393562235773,0.8945228088413102,random_disjoint
past_gap60__nearest_record_time_bp,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.681359359145047,2.9486354258526584,4.314997392498853,0.6986053911496652,0.948689261694872,0.4485215206044572,random_disjoint
past_gap60__nearest_record_time_bp,VitalDB,SBP_train_median_deviation_10-20,1038,11132,5.838275383561304,3.3262883109708845,4.582281847266094,1.7749247821088727,2.2295201304797883,1.320329433737958,random_disjoint
past_gap60__nearest_record_time_bp,Overall,SBP_train_median_deviation_>20,1744,11006,8.63201627437506,4.575764602982699,6.60389043867888,1.9532970919080244,2.4246399592518326,1.4819542245642152,random_disjoint
past_gap60__nearest_record_time_bp,MIMIC,SBP_train_median_deviation_>20,805,4976,8.330552619167523,4.191279676247862,6.260916147707693,0.546106630589156,0.6120189469282229,0.4801943142500882,random_disjoint
past_gap60__nearest_record_time_bp,VitalDB,SBP_train_median_deviation_>20,939,6030,8.890459557060968,4.905381606200531,6.89792058163075,3.1596744309513585,3.978590880359936,2.3407579815427804,random_disjoint
past_gap60__nearest_record_time_bp,Overall,DBP_train_median_deviation_0-10,2051,69707,4.902201238016858,2.5893665983872283,3.7457839182020423,1.070294909462188,1.4000640941590363,0.7405257247653401,random_disjoint
past_gap60__nearest_record_time_bp,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.797117867897118,2.3747789025844237,3.5859483852407705,0.703322245497807,0.9751422462573308,0.4315022447382832,random_disjoint
past_gap60__nearest_record_time_bp,VitalDB,DBP_train_median_deviation_0-10,1040,34478,5.004354398777488,2.797970598826301,3.9011624988018943,1.427034681835254,1.8131371597634809,1.0409322039070266,random_disjoint
past_gap60__nearest_record_time_bp,Overall,DBP_train_median_deviation_10-20,1762,10460,7.591325139889959,4.422639275700869,6.006982207795414,1.796211855738985,2.434341474823028,1.1580822366549426,random_disjoint
past_gap60__nearest_record_time_bp,MIMIC,DBP_train_median_deviation_10-20,791,4282,7.309996673893229,4.193197577451111,5.75159712567217,0.5760896461451441,1.0186046232651895,0.1335746690250996,random_disjoint
past_gap60__nearest_record_time_bp,VitalDB,DBP_train_median_deviation_10-20,971,6178,7.820502087988224,4.609548012380126,6.215025050184175,2.790152811237162,3.587634831756347,1.9926707907179773,random_disjoint
past_gap60__nearest_record_time_bp,Overall,DBP_train_median_deviation_>20,721,1873,12.797489651616567,10.10545204685693,11.451470849236747,3.06856973697853,4.164242210164003,1.9728972637930564,random_disjoint
past_gap60__nearest_record_time_bp,MIMIC,DBP_train_median_deviation_>20,319,929,10.678217759077992,10.363536881218115,10.520877320148054,-0.6442630247047063,0.1603554214208227,-1.448881470830235,random_disjoint
past_gap60__nearest_record_time_bp,VitalDB,DBP_train_median_deviation_>20,402,944,14.47920043201409,9.90065338476435,12.18992690838922,6.014822600105276,7.341455855957718,4.688189344252834,random_disjoint
past_gap60__time_matched_feature_uniform,Overall,SBP_train_median_deviation_0-10,2051,50195,4.221276225540958,2.40353589520581,3.312406060373384,0.7224492440491916,0.9454508650271508,0.4994476230712323,random_disjoint
past_gap60__time_matched_feature_uniform,MIMIC,SBP_train_median_deviation_0-10,1011,25757,4.054518604836344,2.3117059541788616,3.1831122795076023,0.3979047126581037,0.5383644641805532,0.2574449611356542,random_disjoint
past_gap60__time_matched_feature_uniform,VitalDB,SBP_train_median_deviation_0-10,1040,24438,4.383383874129771,2.4928051936464297,3.4380945338881004,1.0379439760072593,1.3411858181578349,0.7347021338566833,random_disjoint
past_gap60__time_matched_feature_uniform,Overall,SBP_train_median_deviation_10-20,2029,20839,5.368212388913246,2.917423516268944,4.142817952591095,0.9403137106146336,1.2105169629537895,0.6701104582754773,random_disjoint
past_gap60__time_matched_feature_uniform,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.456778251649547,2.8542081072707126,4.15549317946013,0.5391011781109425,0.7241081541993726,0.3540942020225115,random_disjoint
past_gap60__time_matched_feature_uniform,VitalDB,SBP_train_median_deviation_10-20,1038,11132,5.283656733834563,2.9777765705244814,4.130716652179522,1.3233595870223014,1.674901480753047,0.971817693291555,random_disjoint
past_gap60__time_matched_feature_uniform,Overall,SBP_train_median_deviation_>20,1744,11006,8.51990132295901,4.320032732471243,6.419967027715126,1.7693736809442706,2.312525007835782,1.2262223540527597,random_disjoint
past_gap60__time_matched_feature_uniform,MIMIC,SBP_train_median_deviation_>20,805,4976,8.904077499025894,4.302654495041715,6.603365997033804,0.888556479915267,1.185543826786593,0.591569133043941,random_disjoint
past_gap60__time_matched_feature_uniform,VitalDB,SBP_train_median_deviation_>20,939,6030,8.190549010143414,4.334931008435854,6.262740009289634,2.5244938586102426,3.2786803334423817,1.7703073837781034,random_disjoint
past_gap60__time_matched_feature_uniform,Overall,DBP_train_median_deviation_0-10,2051,69707,4.472787582168815,2.3780999873625723,3.4254437847656938,0.7499547760258389,0.9706504383109936,0.5292591137406841,random_disjoint
past_gap60__time_matched_feature_uniform,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.399734550983781,2.2373601028367043,3.3185473269102426,0.435921187167279,0.577758929343994,0.2940834449905642,random_disjoint
past_gap60__time_matched_feature_uniform,VitalDB,DBP_train_median_deviation_0-10,1040,34478,4.54380355767657,2.514915394339162,3.5293594760078664,1.055231659041226,1.3525863186625635,0.7578769994198877,random_disjoint
past_gap60__time_matched_feature_uniform,Overall,DBP_train_median_deviation_10-20,1762,10460,7.03601565352092,4.296717973905241,5.666366813713081,1.4555964616566524,1.8790319884539883,1.032160934859315,random_disjoint
past_gap60__time_matched_feature_uniform,MIMIC,DBP_train_median_deviation_10-20,791,4282,7.291658418749802,4.516047761541703,5.903853090145752,0.7283456106187263,1.0002663681217625,0.4564248531156911,random_disjoint
past_gap60__time_matched_feature_uniform,VitalDB,DBP_train_median_deviation_10-20,971,6178,6.827762896264435,4.1180466432971645,5.4729047697808,2.048032530833787,2.594895640032558,1.5011694216350162,random_disjoint
past_gap60__time_matched_feature_uniform,Overall,DBP_train_median_deviation_>20,721,1873,12.789897476114549,10.501293973321138,11.645595724717843,3.262694612459624,4.156650034661983,2.368739190257264,random_disjoint
past_gap60__time_matched_feature_uniform,MIMIC,DBP_train_median_deviation_>20,319,929,11.884112631782054,12.13871239510091,12.01141251344148,0.8462721685887207,1.3662502941248835,0.3262940430525596,random_disjoint
past_gap60__time_matched_feature_uniform,VitalDB,DBP_train_median_deviation_>20,402,944,13.50866704164207,9.20194950429689,11.35530827296948,5.180203964685536,6.370922465585697,3.989485463785373,random_disjoint
past_gap60__time_stratum_random_uniform,Overall,SBP_train_median_deviation_0-10,2051,50195,6.176521534540442,3.519426668298157,4.8479741014193,2.258017285095108,2.9006961740266357,1.6153383961635797,random_disjoint
past_gap60__time_stratum_random_uniform,MIMIC,SBP_train_median_deviation_0-10,1011,25757,5.2084381264437685,2.951537481821898,4.079987804132833,1.2947802372833346,1.692283985787978,0.8972764887786906,random_disjoint
past_gap60__time_stratum_random_uniform,VitalDB,SBP_train_median_deviation_0-10,1040,24438,7.117610309142112,4.071480483228444,5.594545396185279,3.1943948383044374,4.075412253170176,2.313377423438697,random_disjoint
past_gap60__time_stratum_random_uniform,Overall,SBP_train_median_deviation_10-20,2029,20839,9.60470023572923,4.989319215205681,7.297009725467455,4.094505483490994,5.447004809769773,2.7420061572122143,random_disjoint
past_gap60__time_stratum_random_uniform,MIMIC,SBP_train_median_deviation_10-20,991,9707,8.14351865034104,3.950342310133249,6.046930480237144,2.4305384788879563,3.410848552890865,1.4502284048850478,random_disjoint
past_gap60__time_stratum_random_uniform,VitalDB,SBP_train_median_deviation_10-20,1038,11132,10.999720419852247,5.981251886618764,8.490486153235507,5.683129088078285,7.390965166770734,3.975293009385837,random_disjoint
past_gap60__time_stratum_random_uniform,Overall,SBP_train_median_deviation_>20,1744,11006,16.91892201858968,8.217568961253926,12.568245489921804,7.917652143150948,10.711545703466452,5.123758582835443,random_disjoint
past_gap60__time_stratum_random_uniform,MIMIC,SBP_train_median_deviation_>20,805,4976,13.648858331319076,6.102031835569594,9.875445083444337,4.160635566325798,5.930324659079775,2.3909464735718204,random_disjoint
past_gap60__time_stratum_random_uniform,VitalDB,SBP_train_median_deviation_>20,939,6030,19.72233124995585,10.031208350152632,14.876769800054245,11.138523649374854,14.81046257325482,7.466584725494883,random_disjoint
past_gap60__time_stratum_random_uniform,Overall,DBP_train_median_deviation_0-10,2051,69707,7.254707021364386,3.681275510490061,5.467991265927224,2.792502257187369,3.7525698775065655,1.832434636868173,random_disjoint
past_gap60__time_stratum_random_uniform,MIMIC,DBP_train_median_deviation_0-10,1011,35229,6.091672639363692,2.9273988562160937,4.509535747789893,1.6269096080469292,2.269697017723905,0.9841221983699536,random_disjoint
past_gap60__time_stratum_random_uniform,VitalDB,DBP_train_median_deviation_0-10,1040,34478,8.385310636943906,4.414130604212158,6.399720620578032,3.925592803611392,5.194093397929899,2.6570922092928835,random_disjoint
past_gap60__time_stratum_random_uniform,Overall,DBP_train_median_deviation_10-20,1762,10460,13.730503207798732,8.136106927353971,10.933305067576352,6.722534715519924,8.573519542731802,4.871549888308046,random_disjoint
past_gap60__time_stratum_random_uniform,MIMIC,DBP_train_median_deviation_10-20,791,4282,10.967194877738036,6.664331149676641,8.815763013707338,3.640255534180312,4.6758028271099965,2.604708241250629,random_disjoint
past_gap60__time_stratum_random_uniform,VitalDB,DBP_train_median_deviation_10-20,971,6178,15.981560766066512,9.335050943978858,12.658305855022686,9.233433616075672,11.748693509834634,6.71817372231671,random_disjoint
past_gap60__time_stratum_random_uniform,Overall,DBP_train_median_deviation_>20,721,1873,23.904405657546206,17.456208062964553,20.680306860255374,12.29740574799716,15.271158216093642,9.32365327990068,random_disjoint
past_gap60__time_stratum_random_uniform,MIMIC,DBP_train_median_deviation_>20,319,929,15.940158532755762,15.19601467139572,15.56808660207574,4.402946257222981,5.422296195098591,3.383596319347369,random_disjoint
past_gap60__time_stratum_random_uniform,VitalDB,DBP_train_median_deviation_>20,402,944,30.224293301347576,19.24974461000549,24.737018955676533,18.561914647392587,23.0865487252912,14.037280569493973,random_disjoint
past_gap300__fixed_blend,Overall,SBP_train_median_deviation_0-10,2051,50195,3.7474174744156703,2.148990315570715,2.948203894993193,0.3582470786690006,0.4715921139018633,0.244902043436137,random_disjoint
past_gap300__fixed_blend,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.8049232246516023,2.207100216086866,3.0060117203692345,0.2208041535197358,0.2887690839958123,0.1528392230436583,random_disjoint
past_gap300__fixed_blend,VitalDB,SBP_train_median_deviation_0-10,1040,24438,3.691515249907471,2.092500787280495,2.892008018593983,0.4918574607131418,0.6493171939355347,0.3343977274907483,random_disjoint
past_gap300__fixed_blend,Overall,SBP_train_median_deviation_10-20,2029,20839,4.816712704137598,2.596814695839943,3.7067636999887705,0.5042594580123092,0.6590172781781414,0.3495016378464766,random_disjoint
past_gap300__fixed_blend,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.157284815774335,2.695768732867069,3.9265267743207017,0.310134772971514,0.4246147183241602,0.1956548276188678,random_disjoint
past_gap300__fixed_blend,VitalDB,SBP_train_median_deviation_10-20,1038,11132,4.491561487729115,2.5023412365972835,3.496951362163199,0.6895942970059781,0.8828062346475991,0.496382359364357,random_disjoint
past_gap300__fixed_blend,Overall,SBP_train_median_deviation_>20,1744,11006,7.327565145493282,3.6334862522689497,5.480525698881116,0.8299323521102604,1.1201888303700551,0.5396758738504661,random_disjoint
past_gap300__fixed_blend,MIMIC,SBP_train_median_deviation_>20,805,4976,8.466883325995123,4.022634562419616,6.244758944207369,0.5299494270888321,0.748349653755823,0.3115492004218421,random_disjoint
past_gap300__fixed_blend,VitalDB,SBP_train_median_deviation_>20,939,6030,6.350833372006614,3.299871353790476,4.825352362898545,1.0871062122191533,1.4389646953055817,0.7352477291327255,random_disjoint
past_gap300__fixed_blend,Overall,DBP_train_median_deviation_0-10,2051,69707,4.02938552128787,2.121849269581312,3.075617395434591,0.4001283866947362,0.5272483774300492,0.2730083959594238,random_disjoint
past_gap300__fixed_blend,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.16318064933676,2.116199715584156,3.139690182460458,0.2570640427174946,0.3412050276969731,0.1729230577380158,random_disjoint
past_gap300__fixed_blend,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.8993212189249578,2.1273412879381626,3.01333125343156,0.5392034364649199,0.708103979910951,0.3703028930188883,random_disjoint
past_gap300__fixed_blend,Overall,DBP_train_median_deviation_10-20,1762,10460,6.038160390119004,3.7542741445871934,4.896217267353099,0.6854469152966702,0.8811767250520726,0.4897171055412674,random_disjoint
past_gap300__fixed_blend,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.836903388494726,4.290849223833416,5.563876306164071,0.3883688266370448,0.545511337866686,0.2312263154074045,random_disjoint
past_gap300__fixed_blend,VitalDB,DBP_train_median_deviation_10-20,971,6178,5.387485094840738,3.3171671541816705,4.352326124511205,0.9274538855641916,1.1546178386088606,0.7002899325195222,random_disjoint
past_gap300__fixed_blend,Overall,DBP_train_median_deviation_>20,721,1873,10.169472684005092,8.965849905360278,9.567661294682686,1.1847601824244671,1.5362252425525291,0.8332951222964038,random_disjoint
past_gap300__fixed_blend,MIMIC,DBP_train_median_deviation_>20,319,929,11.196711963321802,12.005082956368751,11.600897459845276,0.4357571149925157,0.6788496256646308,0.1926646043204005,random_disjoint
past_gap300__fixed_blend,VitalDB,DBP_train_median_deviation_>20,402,944,9.354325096686612,6.554120195729175,7.954222646207894,1.7791183379239488,2.216580520630239,1.341656155217659,random_disjoint
past_gap300__trained_blend,Overall,SBP_train_median_deviation_0-10,2051,50195,3.7474174744156703,2.148990315570715,2.948203894993193,0.3582470786690006,0.4715921139018633,0.244902043436137,random_disjoint
past_gap300__trained_blend,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.8049232246516023,2.207100216086866,3.0060117203692345,0.2208041535197358,0.2887690839958123,0.1528392230436583,random_disjoint
past_gap300__trained_blend,VitalDB,SBP_train_median_deviation_0-10,1040,24438,3.691515249907471,2.092500787280495,2.892008018593983,0.4918574607131418,0.6493171939355347,0.3343977274907483,random_disjoint
past_gap300__trained_blend,Overall,SBP_train_median_deviation_10-20,2029,20839,4.816712704137598,2.596814695839943,3.7067636999887705,0.5042594580123092,0.6590172781781414,0.3495016378464766,random_disjoint
past_gap300__trained_blend,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.157284815774335,2.695768732867069,3.9265267743207017,0.310134772971514,0.4246147183241602,0.1956548276188678,random_disjoint
past_gap300__trained_blend,VitalDB,SBP_train_median_deviation_10-20,1038,11132,4.491561487729115,2.5023412365972835,3.496951362163199,0.6895942970059781,0.8828062346475991,0.496382359364357,random_disjoint
past_gap300__trained_blend,Overall,SBP_train_median_deviation_>20,1744,11006,7.327565145493282,3.6334862522689497,5.480525698881116,0.8299323521102604,1.1201888303700551,0.5396758738504661,random_disjoint
past_gap300__trained_blend,MIMIC,SBP_train_median_deviation_>20,805,4976,8.466883325995123,4.022634562419616,6.244758944207369,0.5299494270888321,0.748349653755823,0.3115492004218421,random_disjoint
past_gap300__trained_blend,VitalDB,SBP_train_median_deviation_>20,939,6030,6.350833372006614,3.299871353790476,4.825352362898545,1.0871062122191533,1.4389646953055817,0.7352477291327255,random_disjoint
past_gap300__trained_blend,Overall,DBP_train_median_deviation_0-10,2051,69707,4.02938552128787,2.121849269581312,3.075617395434591,0.4001283866947362,0.5272483774300492,0.2730083959594238,random_disjoint
past_gap300__trained_blend,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.16318064933676,2.116199715584156,3.139690182460458,0.2570640427174946,0.3412050276969731,0.1729230577380158,random_disjoint
past_gap300__trained_blend,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.8993212189249578,2.1273412879381626,3.01333125343156,0.5392034364649199,0.708103979910951,0.3703028930188883,random_disjoint
past_gap300__trained_blend,Overall,DBP_train_median_deviation_10-20,1762,10460,6.038160390119004,3.7542741445871934,4.896217267353099,0.6854469152966702,0.8811767250520726,0.4897171055412674,random_disjoint
past_gap300__trained_blend,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.836903388494726,4.290849223833416,5.563876306164071,0.3883688266370448,0.545511337866686,0.2312263154074045,random_disjoint
past_gap300__trained_blend,VitalDB,DBP_train_median_deviation_10-20,971,6178,5.387485094840738,3.3171671541816705,4.352326124511205,0.9274538855641916,1.1546178386088606,0.7002899325195222,random_disjoint
past_gap300__trained_blend,Overall,DBP_train_median_deviation_>20,721,1873,10.169472684005092,8.965849905360278,9.567661294682686,1.1847601824244671,1.5362252425525291,0.8332951222964038,random_disjoint
past_gap300__trained_blend,MIMIC,DBP_train_median_deviation_>20,319,929,11.196711963321802,12.005082956368751,11.600897459845276,0.4357571149925157,0.6788496256646308,0.1926646043204005,random_disjoint
past_gap300__trained_blend,VitalDB,DBP_train_median_deviation_>20,402,944,9.354325096686612,6.554120195729175,7.954222646207894,1.7791183379239488,2.216580520630239,1.341656155217659,random_disjoint
past_gap300__D0_frozen_lora,Overall,SBP_train_median_deviation_0-10,2051,50195,3.275825360513807,1.9040882721345775,2.589956816324192,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.5161541406557903,2.0542609930432074,2.7852075668494987,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,VitalDB,SBP_train_median_deviation_0-10,1040,24438,3.042198055971936,1.7581030597897465,2.400150557880841,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,Overall,SBP_train_median_deviation_10-20,2029,20839,4.1576954259594565,2.2473130579934666,3.2025042419764613,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,MIMIC,SBP_train_median_deviation_10-20,991,9707,4.732670097450175,2.500113905248201,3.616392001349188,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,VitalDB,SBP_train_median_deviation_10-20,1038,11132,3.608755253081516,2.0059588772329264,2.807357065157221,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,Overall,SBP_train_median_deviation_>20,1744,11006,6.207376316399166,3.0938103778381705,4.650593347118669,3.478133336898281e-10,1.2759393541728061e-09,-5.803131308823595e-10,random_disjoint
past_gap300__D0_frozen_lora,MIMIC,SBP_train_median_deviation_>20,805,4976,7.718533675003574,3.7110853617409534,5.714809518372263,1.2537260118961058e-09,2.764273254740601e-09,-2.5682034276997e-10,random_disjoint
past_gap300__D0_frozen_lora,VitalDB,SBP_train_median_deviation_>20,939,6030,4.911868676701032,2.564623623800109,3.738246150250571,-4.2882053463699776e-10,0.0,-8.576410692739954e-10,random_disjoint
past_gap300__D0_frozen_lora,Overall,DBP_train_median_deviation_0-10,2051,69707,3.502137143857821,1.848840873621888,2.675489008739855,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,MIMIC,DBP_train_median_deviation_0-10,1011,35229,3.821975621639787,1.94327665784614,2.882626139742964,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.191217239014007,1.7570383949192745,2.4741278169666403,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,Overall,DBP_train_median_deviation_10-20,1762,10460,5.156983667231913,3.264557039045926,4.210770353138919,1.0824905416484396e-09,2.1649810832968797e-09,0.0,random_disjoint
past_gap300__D0_frozen_lora,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.291392055450666,4.059622908426012,5.17550748193834,2.41131381528703e-09,4.8226267423956415e-09,0.0,random_disjoint
past_gap300__D0_frozen_lora,VitalDB,DBP_train_median_deviation_10-20,971,6178,4.232867256231877,2.6168772216621483,3.424872238947013,0.0,0.0,0.0,random_disjoint
past_gap300__D0_frozen_lora,Overall,DBP_train_median_deviation_>20,721,1873,8.633247441981649,8.132554768967559,8.382901105474604,-6.783615447147895e-09,5.290843319016858e-10,-1.4096315226197476e-08,random_disjoint
past_gap300__D0_frozen_lora,MIMIC,DBP_train_median_deviation_>20,319,929,10.517862338853,11.812418350083774,11.165140344468387,-3.8437342197994434e-10,1.1958292134295332e-09,-1.964576057389422e-09,random_disjoint
past_gap300__D0_frozen_lora,VitalDB,DBP_train_median_deviation_>20,402,944,7.137744576056373,5.212464016788275,6.175104296422324,-1.1861621018738331e-08,0.0,-2.372324114929825e-08,random_disjoint
past_gap300__feature_knn,Overall,SBP_train_median_deviation_0-10,2051,50195,4.859196711697727,2.762858035979496,3.811027373838612,1.2210705575144196,1.5833713511839205,0.8587697638449181,random_disjoint
past_gap300__feature_knn,MIMIC,SBP_train_median_deviation_0-10,1011,25757,4.404628263140075,2.534220402815235,3.469424332977655,0.6842167661281562,0.8884741224842845,0.4799594097720274,random_disjoint
past_gap300__feature_knn,VitalDB,SBP_train_median_deviation_0-10,1040,24438,5.30108969390137,2.985120196680522,4.143104945290946,1.742954387410105,2.2588916379294344,1.2270171368907754,random_disjoint
past_gap300__feature_knn,Overall,SBP_train_median_deviation_10-20,2029,20839,6.252214444639793,3.400200844939833,4.826207644789813,1.6237034028133517,2.0945190186803364,1.152887786946367,random_disjoint
past_gap300__feature_knn,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.909351696060111,3.0936220322435584,4.501486864151834,0.8850948628026467,1.1766815986099362,0.5935081269953573,random_disjoint
past_gap300__feature_knn,VitalDB,SBP_train_median_deviation_10-20,1038,11132,6.579552579362783,3.692897958024621,5.1362252686937016,2.3288682035364805,2.9707973262812675,1.6869390807916944,random_disjoint
past_gap300__feature_knn,Overall,SBP_train_median_deviation_>20,1744,11006,9.995618588194652,5.079200998692716,7.537409793443684,2.886816446672829,3.788242273071426,1.9853906202742329,random_disjoint
past_gap300__feature_knn,MIMIC,SBP_train_median_deviation_>20,805,4976,9.592328386725011,4.609445316979274,7.100886851852143,1.3860773347336055,1.8737947144857108,0.8983599549815002,random_disjoint
