split_mode,Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
random_disjoint,Overall,personal_profile_code32_no_support,DBP,2.910088056520623,0.8747435640578617,-0.2104789734816679,4.534785695391046,84.49780594831789,96.86006825938568,98.94076060458312,PASS*,PASS (Grade A)*
random_disjoint,MIMIC,personal_profile_code32_no_support,SBP,5.590533553292325,0.8764451649396654,-0.0974422698204878,7.999400247443392,59.102373887240354,84.90850642927794,93.87487636003956,PASS*,PASS (Grade B)*
random_disjoint,MIMIC,personal_profile_code32_no_support,DBP,3.0812418250490485,0.8564728982505373,-0.3948468556861613,5.021712025394618,83.4248269040554,96.06330365974284,98.47922848664687,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code32_no_support,SBP,4.8908180809021,0.8654576784367543,-0.3587054553398719,6.939329737361464,63.887019230769226,88.50961538461539,96.06490384615384,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code32_no_support,DBP,2.74370684499924,0.893564180981447,-0.0312521187617228,3.997005962860411,85.54086538461539,97.6346153846154,99.38942307692308,PASS*,PASS (Grade A)*
random_disjoint,Overall,personal_profile_code32_no_reliability,SBP,5.113366873214328,0.8798211473010888,-0.1342339245532559,7.335620097819214,62.5365675280351,87.40858117991223,95.24256460263288,PASS*,PASS (Grade A)*
random_disjoint,Overall,personal_profile_code32_no_reliability,DBP,2.847791992937978,0.880505546100693,-0.2374008316577556,4.42766281116651,85.17918088737201,97.07581667479278,98.95904436860069,PASS*,PASS (Grade A)*
random_disjoint,MIMIC,personal_profile_code32_no_reliability,SBP,5.503877165763244,0.8786582355620547,0.1165192334281702,7.927167139457325,59.95796241345202,85.2299703264095,94.0702274975272,PASS*,PASS (Grade B)*
random_disjoint,MIMIC,personal_profile_code32_no_reliability,DBP,3.037464040865648,0.86189009282721,-0.2897525186001016,4.93273351414705,83.88229475766568,96.24134520276954,98.4841740850643,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code32_no_reliability,SBP,4.733745809976871,0.8744440027515448,-0.3779949271678924,6.701878815614242,65.04326923076923,89.5264423076923,96.38221153846152,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code32_no_reliability,DBP,2.6634088771159834,0.8998173596081751,-0.1865089513705327,3.8734461532270617,86.43990384615384,97.88701923076924,99.42067307692308,PASS*,PASS (Grade A)*
random_disjoint,Overall,personal_profile_code32_reliability,SBP,5.159131396008608,0.8777481551316811,0.1861059753793672,7.397514433338511,62.41223793271576,87.08191126279864,95.1231106777182,PASS*,PASS (Grade A)*
random_disjoint,Overall,personal_profile_code32_reliability,DBP,2.8767576655662683,0.8796972187199308,-0.0387761238782595,4.448825600583307,84.57581667479278,96.94539249146756,99.011457825451,PASS*,PASS (Grade A)*
random_disjoint,MIMIC,personal_profile_code32_reliability,SBP,5.527478359950639,0.877919595252938,0.2291945313133896,7.948813192861346,59.898615232443134,85.07418397626112,94.09742828882295,PASS*,PASS (Grade B)*
random_disjoint,MIMIC,personal_profile_code32_reliability,DBP,3.0601184277576934,0.8619413780812732,-0.1582336700752628,4.937784272410242,83.22453016815035,96.14490603363008,98.5484668644906,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code32_reliability,SBP,4.80105564548419,0.8703778261125252,0.1442189272550436,6.818833142653978,64.85576923076923,89.03365384615385,96.1201923076923,PASS*,PASS (Grade A)*
random_disjoint,VitalDB,personal_profile_code32_reliability,DBP,2.6985098477051808,0.8980113566784425,0.0773503945882503,3.911967100463284,85.88942307692308,97.7235576923077,99.46153846153844,PASS*,PASS (Grade A)*
